tax_id,parent_id,rank,tax_name,root,rank_0,rank_1,rank_2,rank_3,rank_4,rank_5,rank_6
s__simiaee1,g__Mycobacterium,rank_6,s__simiaee1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycobacterium,s__simiaee1
s__sp._Rue61a,g__Arthrobacter,rank_6,s__sp._Rue61a,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Arthrobacter,s__sp._Rue61a
g__Paludisphaera,f__Isosphaeraceae,rank_5,g__Paludisphaera,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Isosphaeraceae,g__Paludisphaera,
s__borealise1,g__Paludisphaera,rank_6,s__borealise1,Root,k__Bacteria,p__Planctomycetes,c__Planctomycetia,o__Planctomycetales,f__Isosphaeraceae,g__Paludisphaera,s__borealise1
s__marinae8,g__Grimontia,rank_6,s__marinae8,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Grimontia,s__marinae8
s__sterculiae,g__Williamsia,rank_6,s__sterculiae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Williamsiaceae,g__Williamsia,s__sterculiae
s__sp._RS99,g__Burkholderia,rank_6,s__sp._RS99,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._RS99
s__mobaraensis,g__Streptomyces,rank_6,s__mobaraensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__mobaraensis
s__benzenivorans,g__Pseudomonas,rank_6,s__benzenivorans,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__benzenivorans
s__sp._NFPP33,g__Pseudomonas,rank_6,s__sp._NFPP33,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._NFPP33
s__sp._Root563,g__Phycicoccus,rank_6,s__sp._Root563,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Phycicoccus,s__sp._Root563
g__Candidatus_Nitrosomarinus,f__Nitrosopumilaceae,rank_4,g__Candidatus_Nitrosomarinus,Root,k__Archaea,p__Thaumarchaeota,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Candidatus_Nitrosomarinus,,
s__Nitrosomarinus_catalina,g__Candidatus_Nitrosomarinus,rank_5,s__Nitrosomarinus_catalina,Root,k__Archaea,p__Thaumarchaeota,o__Nitrosopumilales,f__Nitrosopumilaceae,g__Candidatus_Nitrosomarinus,s__Nitrosomarinus_catalina,
s__sp._NTK_937,g__Streptomyces,rank_6,s__sp._NTK_937,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._NTK_937
s__nomius,g__Aspergillus,rank_6,s__nomius,Root,k__Eukaryota,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,s__nomius
s__sp._KK1,g__Burkholderia,rank_6,s__sp._KK1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,s__sp._KK1
s__Prochlorococcus_sp.,g__Prochlorococcus,rank_5,s__Prochlorococcus_sp.,Root,k__Bacteria,p__Cyanobacteria,o__Synechococcales,f__Prochloraceae,g__Prochlorococcus,s__Prochlorococcus_sp.,
s__ferrugineus,g__Cystobacter,rank_6,s__ferrugineus,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Archangiaceae,g__Cystobacter,s__ferrugineus
s__sp._IB2014_011-1,g__Streptomyces,rank_6,s__sp._IB2014_011-1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._IB2014_011-1
s__sp._JCM_18900,g__Psychrobacter,rank_6,s__sp._JCM_18900,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._JCM_18900
s__sp._SENG-6,g__Enterobacter,rank_6,s__sp._SENG-6,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__sp._SENG-6
s__heylii,g__Rodentibacter,rank_6,s__heylii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pasteurellales,f__Pasteurellaceae,g__Rodentibacter,s__heylii
s__robiniae,g__Bosea,rank_6,s__robiniae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bosea,s__robiniae
s__aspalathi,g__Paraburkholderia,rank_6,s__aspalathi,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Paraburkholderia,s__aspalathi
s__pinatubonensis,g__Cupriavidus,rank_6,s__pinatubonensis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Cupriavidus,s__pinatubonensis
s__nodosus,g__Streptomyces,rank_6,s__nodosus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__nodosus
s__hirsuta,g__Saccharopolyspora,rank_6,s__hirsuta,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharopolyspora,s__hirsuta
f__Cryptosporangiaceae,o__Frankiales,rank_4,f__Cryptosporangiaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Cryptosporangiaceae,,
g__Cryptosporangium,f__Cryptosporangiaceae,rank_5,g__Cryptosporangium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Cryptosporangiaceae,g__Cryptosporangium,
s__arvum,g__Cryptosporangium,rank_6,s__arvum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Frankiales,f__Cryptosporangiaceae,g__Cryptosporangium,s__arvum
s__porticola,g__Phaeobacter,rank_6,s__porticola,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,s__porticola
s__sp._2314.4,g__Streptomyces,rank_6,s__sp._2314.4,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._2314.4
s__noursei,g__Streptomyces,rank_6,s__noursei,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__noursei
s__ammoniagenes,g__Corynebacterium,rank_6,s__ammoniagenes,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__ammoniagenes
s__sp._NRRL_F-5755,g__Streptomyces,rank_6,s__sp._NRRL_F-5755,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._NRRL_F-5755
g__Lelliottia,f__Enterobacteriaceae,rank_5,g__Lelliottia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,
s__jeotgali,g__Lelliottia,rank_6,s__jeotgali,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Lelliottia,s__jeotgali
s__sp._NFR13,g__Bradyrhizobium,rank_6,s__sp._NFR13,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Bradyrhizobium,s__sp._NFR13
s__phosphoreum,g__Photobacterium,rank_6,s__phosphoreum,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Vibrionales,f__Vibrionaceae,g__Photobacterium,s__phosphoreum
s__sp._CF122,g__Rhizobium,rank_6,s__sp._CF122,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__sp._CF122
s__sp._YR221,g__Chryseobacterium,rank_6,s__sp._YR221,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,s__sp._YR221
s__appendicis,g__Corynebacterium,rank_6,s__appendicis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,s__appendicis
g__Torrubiella,f__Clavicipitaceae,rank_5,g__Torrubiella,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Torrubiella,
s__hemipterigena,g__Torrubiella,rank_6,s__hemipterigena,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Torrubiella,s__hemipterigena
s__bercovieri,g__Yersinia,rank_6,s__bercovieri,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,g__Yersinia,s__bercovieri
s__ureilyticus,g__Enterococcus,rank_6,s__ureilyticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Enterococcaceae,g__Enterococcus,s__ureilyticus
s__simiaee2,g__Staphylococcus,rank_6,s__simiaee2,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__simiaee2
g__Edwardsiella,f__Hafniaceae,rank_5,g__Edwardsiella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,g__Edwardsiella,
s__ictaluri,g__Edwardsiella,rank_6,s__ictaluri,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,g__Edwardsiella,s__ictaluri
s__sp._NZG,g__Methylibium,rank_5,s__sp._NZG,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Methylibium,s__sp._NZG,
s__flexneri,g__Shigella,rank_6,s__flexneri,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Shigella,s__flexneri
s__viscosa,g__Moritella,rank_6,s__viscosa,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Moritellaceae,g__Moritella,s__viscosa
g__Ethanoligenens,f__Ruminococcaceae,rank_5,g__Ethanoligenens,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ethanoligenens,
s__harbinense,g__Ethanoligenens,rank_6,s__harbinense,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Ethanoligenens,s__harbinense
s__alexandrinus,g__Haloferax,rank_6,s__alexandrinus,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Haloferacales,f__Haloferacaceae,g__Haloferax,s__alexandrinus
f__Ophiocordycipitaceae,o__Hypocreales,rank_4,f__Ophiocordycipitaceae,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,,
g__Tolypocladium,f__Ophiocordycipitaceae,rank_5,g__Tolypocladium,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,
s__ophioglossoides,g__Tolypocladium,rank_6,s__ophioglossoides,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,s__ophioglossoides
s__acidisoli,g__Rhizobium,rank_6,s__acidisoli,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Rhizobium,s__acidisoli
s__aquidurense,g__Flavobacterium,rank_6,s__aquidurense,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__aquidurense
g__Pseudodesulfovibrio,f__Desulfovibrionaceae,rank_5,g__Pseudodesulfovibrio,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Pseudodesulfovibrio,
s__hydrargyri,g__Pseudodesulfovibrio,rank_6,s__hydrargyri,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Pseudodesulfovibrio,s__hydrargyri
s__filamentosus,g__Streptomyces,rank_6,s__filamentosus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__filamentosus
s__aidingensise1,g__Halobacillus,rank_6,s__aidingensise1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Halobacillus,s__aidingensise1
s__gummiphilus,g__Rhizobacter,rank_5,s__gummiphilus,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Rhizobacter,s__gummiphilus,
s__taiwanensise2,g__Pseudomonas,rank_6,s__taiwanensise2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__taiwanensise2
s__sp._CECT_7735,g__Phaeobacter,rank_6,s__sp._CECT_7735,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Phaeobacter,s__sp._CECT_7735
s__santoriniensis,g__Marinobacter,rank_6,s__santoriniensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__santoriniensis
s__swuensise1,g__Paenibacillus,rank_6,s__swuensise1,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__swuensise1
s__sublineola,g__Colletotrichum,rank_6,s__sublineola,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__sublineola
g__Inquilinus,f__Rhodospirillaceae,rank_5,g__Inquilinus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Inquilinus,
s__limosus,g__Inquilinus,rank_6,s__limosus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Rhodospirillaceae,g__Inquilinus,s__limosus
s__sp._L48C026A00,g__Mesorhizobium,rank_6,s__sp._L48C026A00,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,g__Mesorhizobium,s__sp._L48C026A00
g__Oceanicola,f__Rhodobacteraceae,rank_5,g__Oceanicola,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicola,
s__litoreus,g__Oceanicola,rank_6,s__litoreus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Oceanicola,s__litoreus
s__thermolilacinus,g__Streptomyces,rank_6,s__thermolilacinus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__thermolilacinus
s__thuringiensis,g__Bacillus,rank_6,s__thuringiensis,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Bacillus,s__thuringiensis
g__Micrococcus,f__Micrococcaceae,rank_5,g__Micrococcus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,
s__luteuse2,g__Micrococcus,rank_6,s__luteuse2,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__luteuse2
s__komaniense,g__Mycolicibacterium,rank_6,s__komaniense,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Mycobacteriaceae,g__Mycolicibacterium,s__komaniense
s__sp._JS12,g__Geobacillus,rank_6,s__sp._JS12,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae,g__Geobacillus,s__sp._JS12
s__terreus,g__Micrococcus,rank_6,s__terreus,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Micrococcaceae,g__Micrococcus,s__terreus
s__salaciae,g__Natrinema,rank_6,s__salaciae,Root,k__Archaea,p__Euryarchaeota,c__Halobacteria,o__Natrialbales,f__Natrialbaceae,g__Natrinema,s__salaciae
g__Chroogloeocystis,f__Chroococcaceae,rank_4,g__Chroogloeocystis,Root,k__Bacteria,p__Cyanobacteria,o__Chroococcales,f__Chroococcaceae,g__Chroogloeocystis,,
s__siderophila,g__Chroogloeocystis,rank_5,s__siderophila,Root,k__Bacteria,p__Cyanobacteria,o__Chroococcales,f__Chroococcaceae,g__Chroogloeocystis,s__siderophila,
s__solie4,g__Enterobacter,rank_6,s__solie4,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__solie4
g__Methylocaldum,f__Methylococcaceae,rank_5,g__Methylocaldum,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylocaldum,
s__marinume1,g__Methylocaldum,rank_6,s__marinume1,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylocaldum,s__marinume1
s__bacterium_BICA1-1,f__Comamonadaceae,rank_5,s__bacterium_BICA1-1,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,s__bacterium_BICA1-1,
s__sandarakinum,g__Brevibacterium,rank_6,s__sandarakinum,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Micrococcales,f__Brevibacteriaceae,g__Brevibacterium,s__sandarakinum
s__sp._M56,g__Streptomyces,rank_6,s__sp._M56,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._M56
s__wratislaviensis,g__Rhodococcus,rank_6,s__wratislaviensis,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Nocardiaceae,g__Rhodococcus,s__wratislaviensis
g__Tardiphaga,f__Bradyrhizobiaceae,rank_5,g__Tardiphaga,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Tardiphaga,
s__robiniaee1,g__Tardiphaga,rank_6,s__robiniaee1,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Tardiphaga,s__robiniaee1
s__vortex,g__Paenibacillus,rank_6,s__vortex,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__vortex
s__sp._TTU2014-080ASC,g__Pseudomonas,rank_6,s__sp._TTU2014-080ASC,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._TTU2014-080ASC
s__sp._GN02600,g__Enterobacter,rank_6,s__sp._GN02600,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__sp._GN02600
s__sp._GM67,g__Pseudomonas,rank_6,s__sp._GM67,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__sp._GM67
s__versutus,g__Paracoccus,rank_6,s__versutus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Paracoccus,s__versutus
s__piperi,g__Chryseobacterium,rank_6,s__piperi,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,s__piperi
s__sp._UCD-UG_FMILLET,g__Enterobacter,rank_6,s__sp._UCD-UG_FMILLET,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__sp._UCD-UG_FMILLET
s__sp._PpalLS-921,g__Streptomyces,rank_6,s__sp._PpalLS-921,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Streptomycetales,f__Streptomycetaceae,g__Streptomyces,s__sp._PpalLS-921
s__bacterium_RIFCSPHIGHO2_12_63_9,o__Burkholderiales,rank_4,s__bacterium_RIFCSPHIGHO2_12_63_9,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,s__bacterium_RIFCSPHIGHO2_12_63_9,,
s__effusa,g__Hydrocarboniphaga,rank_6,s__effusa,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nevskiales,f__Sinobacteraceae,g__Hydrocarboniphaga,s__effusa
s__bacterium_RIFCSPHIGHO2_02_FULL_60_43,o__Pseudomonadales,rank_4,s__bacterium_RIFCSPHIGHO2_02_FULL_60_43,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,s__bacterium_RIFCSPHIGHO2_02_FULL_60_43,,
s__furukawaii,g__Pseudomonas,rank_6,s__furukawaii,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,g__Pseudomonas,s__furukawaii
s__avenaceum,g__Fusarium,rank_6,s__avenaceum,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Fusarium,s__avenaceum
s__sp._Maddingley_MBC34-26,g__Clostridium,rank_6,s__sp._Maddingley_MBC34-26,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,s__sp._Maddingley_MBC34-26
s__nitratireducense2,g__Marinobacter,rank_6,s__nitratireducense2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,s__nitratireducense2
s__pratensis,g__Collimonas,rank_6,s__pratensis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Collimonas,s__pratensis
s__rubra,g__Jannaschia,rank_6,s__rubra,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Jannaschia,s__rubra
s__nuHF1_cluster_bacterium_HF0130_24M16,k__Bacteria,rank_1,s__nuHF1_cluster_bacterium_HF0130_24M16,Root,k__Bacteria,s__nuHF1_cluster_bacterium_HF0130_24M16,,,,,
s__genomosp._5,g__Agrobacterium,rank_6,s__genomosp._5,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Agrobacterium,s__genomosp._5
g__Chromohalobacter,f__Halomonadaceae,rank_5,g__Chromohalobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Chromohalobacter,
s__japonicuse2,g__Chromohalobacter,rank_6,s__japonicuse2,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Oceanospirillales,f__Halomonadaceae,g__Chromohalobacter,s__japonicuse2
s__vervacti,g__Pandoraea,rank_6,s__vervacti,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Pandoraea,s__vervacti
s__sp._C_20.9,g__Psychrobacter,rank_6,s__sp._C_20.9,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Psychrobacter,s__sp._C_20.9
f__Carnobacteriaceae,o__Lactobacillales,rank_4,f__Carnobacteriaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,,
g__Trichococcus,f__Carnobacteriaceae,rank_5,g__Trichococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus,
s__palustrise2,g__Trichococcus,rank_6,s__palustrise2,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae,g__Trichococcus,s__palustrise2
g__Salegentibacter,f__Flavobacteriaceae,rank_5,g__Salegentibacter,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salegentibacter,
s__echinorum,g__Salegentibacter,rank_6,s__echinorum,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Salegentibacter,s__echinorum
g__Acidithrix,f__Acidimicrobiaceae,rank_5,g__Acidithrix,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidithrix,
s__ferrooxidanse2,g__Acidithrix,rank_6,s__ferrooxidanse2,Root,k__Bacteria,p__Actinobacteria,c__Acidimicrobiia,o__Acidimicrobiales,f__Acidimicrobiaceae,g__Acidithrix,s__ferrooxidanse2
s__xiangfangensis,g__Enterobacter,rank_6,s__xiangfangensis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Enterobacter,s__xiangfangensis
s__ramosa,g__Lichtheimia,rank_5,s__ramosa,Root,k__Eukaryota,p__Mucoromycota,o__Mucorales,f__Lichtheimiaceae,g__Lichtheimia,s__ramosa,
s__sp._Root1272,g__Methylibium,rank_5,s__sp._Root1272,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,g__Methylibium,s__sp._Root1272,
s__simmondsii,g__Colletotrichum,rank_6,s__simmondsii,Root,k__Eukaryota,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,s__simmondsii
s__jiangxiensise1,g__Lentzea,rank_6,s__jiangxiensise1,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Lentzea,s__jiangxiensise1
f__Labilitrichaceae,o__Myxococcales,rank_4,f__Labilitrichaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Labilitrichaceae,,
g__Labilithrix,f__Labilitrichaceae,rank_5,g__Labilithrix,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Labilitrichaceae,g__Labilithrix,
s__luteolae1,g__Labilithrix,rank_6,s__luteolae1,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Myxococcales,f__Labilitrichaceae,g__Labilithrix,s__luteolae1
